case_id,activity,timestamp,source_table,source_record_id,actor,object_refs
PF-PERMITAPPLICATION-000773,Application Submitted,2023-04-08T21:35:00Z,wf_external_task,WF-0000009768,USR-065,"[""PF-PERMITAPPLICATION-000773"",""PF-DOCUMENT-000273"",""PF-INSPECTION-000273""]"
PF-PERMITAPPLICATION-000759,Additional Information Requested,2023-04-08T21:43:00Z,wf_task_history,WF-0000009762,USR-088,"[""PF-PERMITAPPLICATION-000759"",""PF-INSPECTION-000259"",""PF-PROPERTY-000759""]"
PF-PERMITAPPLICATION-000691,Permit Revoked,2023-04-08T21:47:00Z,wf_activity_history,WF-0000009775,USR-109,"[""PF-PERMITAPPLICATION-000691"",""PF-CONDITION-000191"",""PF-DOCUMENT-000191""]"
PF-PERMITAPPLICATION-000695,Permit Amended,2023-04-08T21:49:00Z,wf_form_submission,WF-0000009777,USR-048,"[""PF-PERMITAPPLICATION-000695"",""PF-INSPECTION-000195"",""PF-PROPERTY-000695""]"
PF-PERMITAPPLICATION-000701,Permit Drafted,2023-04-08T21:52:00Z,wf_activity_history,WF-0000009778,USR-020,"[""PF-PERMITAPPLICATION-000701"",""PF-PAYMENT-000201"",""PF-APPEAL-000201""]"
PF-PERMITAPPLICATION-000655,Application Reopened,2023-04-08T22:52:00Z,wf_task_history,WF-0000009780,USR-093,"[""PF-PERMITAPPLICATION-000655"",""PF-AGENCY-000155"",""PF-CONDITION-000155""]"
PF-PERMITAPPLICATION-000774,Application Submitted,2023-04-09T00:36:00Z,wf_external_task,WF-0000009789,USR-082,"[""PF-PERMITAPPLICATION-000774"",""PF-DOCUMENT-000274"",""PF-INSPECTION-000274""]"
PF-PERMITAPPLICATION-000778,Parcel Linked,2023-04-09T00:38:00Z,wf_message_delivery,WF-0000009791,USR-021,"[""PF-PERMITAPPLICATION-000778"",""PF-PROPERTY-000778"",""PF-PERMIT-000278""]"
PF-PERMITAPPLICATION-000782,Pre-Application Opened,2023-04-09T00:40:00Z,wf_activity_history,WF-0000009793,USR-087,"[""PF-PERMITAPPLICATION-000782"",""PF-APPLICANT-000782"",""PF-FEEINVOICE-000282""]"
PF-PERMITAPPLICATION-000680,Inspection Passed,2023-04-09T00:57:00Z,wf_task_history,WF-0000009794,USR-055,"[""PF-PERMITAPPLICATION-000680"",""PF-PLANREVISION-000180"",""PF-CONTRACTOR-000180""]"
PF-PERMITAPPLICATION-000723,Hearing Held,2023-04-09T03:11:00Z,wf_activity_history,WF-0000009795,USR-003,"[""PF-PERMITAPPLICATION-000723"",""PF-OBJECTION-000223"",""PF-REVIEW-000223""]"
PF-PERMITAPPLICATION-000777,Application Drafted,2023-04-09T03:38:00Z,wf_form_submission,WF-0000009802,USR-005,"[""PF-PERMITAPPLICATION-000777"",""PF-PLANREVISION-000277"",""PF-CONTRACTOR-000277""]"
PF-PERMITAPPLICATION-000781,Applicant Identity Verified,2023-04-09T03:55:00Z,wf_task_history,WF-0000009804,USR-071,"[""PF-PERMITAPPLICATION-000781"",""PF-PARCEL-000781"",""PF-PAYMENT-000281""]"
PF-PERMITAPPLICATION-000780,Parcel Linked,2023-04-09T06:40:00Z,wf_message_delivery,WF-0000009814,USR-055,"[""PF-PERMITAPPLICATION-000780"",""PF-PROPERTY-000780"",""PF-PERMIT-000280""]"
PF-PERMITAPPLICATION-000784,Pre-Application Opened,2023-04-09T06:42:00Z,wf_activity_history,WF-0000009816,USR-121,"[""PF-PERMITAPPLICATION-000784"",""PF-APPLICANT-000784"",""PF-FEEINVOICE-000284""]"
PF-PERMITAPPLICATION-000772,Application Reopened,2023-04-09T06:51:00Z,wf_task_history,WF-0000009810,USR-050,"[""PF-PERMITAPPLICATION-000772"",""PF-AGENCY-000272"",""PF-CONDITION-000272""]"
PF-PERMITAPPLICATION-000761,Additional Documents Submitted,2023-04-09T09:31:00Z,wf_message_delivery,WF-0000009818,USR-123,"[""PF-PERMITAPPLICATION-000761"",""PF-VIOLATION-000261"",""PF-PLANREVISION-000261""]"
PF-PERMITAPPLICATION-000767,Fee Paid,2023-04-09T09:34:00Z,wf_external_task,WF-0000009820,USR-095,"[""PF-PERMITAPPLICATION-000767"",""PF-PERMIT-000267"",""PF-APPLICANT-000767""]"
PF-PERMITAPPLICATION-000775,Submission Withdrawn,2023-04-09T09:38:00Z,wf_activity_history,WF-0000009823,USR-100,"[""PF-PERMITAPPLICATION-000775"",""PF-REVIEW-000275"",""PF-VIOLATION-000275""]"
PF-PERMITAPPLICATION-000779,Application Drafted,2023-04-09T09:40:00Z,wf_form_submission,WF-0000009825,USR-039,"[""PF-PERMITAPPLICATION-000779"",""PF-PLANREVISION-000279"",""PF-CONTRACTOR-000279""]"
PF-PERMITAPPLICATION-000763,Additional Information Requested,2023-04-09T09:47:00Z,wf_task_history,WF-0000009819,USR-029,"[""PF-PERMITAPPLICATION-000763"",""PF-INSPECTION-000263"",""PF-PROPERTY-000763""]"
PF-PERMITAPPLICATION-000783,Applicant Identity Verified,2023-04-09T09:57:00Z,wf_task_history,WF-0000009827,USR-105,"[""PF-PERMITAPPLICATION-000783"",""PF-PARCEL-000783"",""PF-PAYMENT-000283""]"
PF-PERMITAPPLICATION-000766,Completeness Review Started,2023-04-09T12:34:00Z,wf_activity_history,WF-0000009829,USR-079,"[""PF-PERMITAPPLICATION-000766"",""PF-CONTRACTOR-000266"",""PF-PARCEL-000766""]"
PF-PERMITAPPLICATION-000770,Fee Invoice Issued,2023-04-09T12:36:00Z,wf_form_submission,WF-0000009830,USR-018,"[""PF-PERMITAPPLICATION-000770"",""PF-PAYMENT-000270"",""PF-APPEAL-000270""]"
PF-PERMITAPPLICATION-000776,Submission Withdrawn,2023-04-09T12:39:00Z,wf_activity_history,WF-0000009832,USR-117,"[""PF-PERMITAPPLICATION-000776"",""PF-REVIEW-000276"",""PF-VIOLATION-000276""]"
PF-PERMITAPPLICATION-000778,Application Submitted,2023-04-09T12:40:00Z,wf_external_task,WF-0000009833,USR-023,"[""PF-PERMITAPPLICATION-000778"",""PF-DOCUMENT-000278"",""PF-INSPECTION-000278""]"
PF-PERMITAPPLICATION-000782,Parcel Linked,2023-04-09T12:42:00Z,wf_message_delivery,WF-0000009835,USR-089,"[""PF-PERMITAPPLICATION-000782"",""PF-PROPERTY-000782"",""PF-PERMIT-000282""]"
PF-PERMITAPPLICATION-000774,Application Reopened,2023-04-09T12:53:00Z,wf_task_history,WF-0000009831,USR-084,"[""PF-PERMITAPPLICATION-000774"",""PF-AGENCY-000274"",""PF-CONDITION-000274""]"
PF-PERMITAPPLICATION-000660,Completeness Rejected,2023-04-09T13:00:00Z,wf_external_task,WF-0000009838,USR-059,"[""PF-PERMITAPPLICATION-000660"",""PF-OBJECTION-000160"",""PF-REVIEW-000160""]"
PF-PERMITAPPLICATION-000660,Inspection Failed,2023-04-09T14:14:00Z,wf_message_delivery,WF-0000009840,USR-097,"[""PF-PERMITAPPLICATION-000660"",""PF-DOCUMENT-000160"",""PF-INSPECTION-000160""]"
PF-PERMITAPPLICATION-000741,Environmental Review Failed,2023-04-09T15:22:00Z,wf_form_submission,WF-0000009842,USR-048,"[""PF-PERMITAPPLICATION-000741"",""PF-FEEINVOICE-000241"",""PF-OBJECTION-000241""]"
PF-PERMITAPPLICATION-000757,Zoning Review Started,2023-04-09T15:30:00Z,wf_activity_history,WF-0000009843,USR-058,"[""PF-PERMITAPPLICATION-000757"",""PF-APPEAL-000257"",""PF-AGENCY-000257""]"
PF-PERMITAPPLICATION-000769,Fee Paid,2023-04-09T15:36:00Z,wf_external_task,WF-0000009845,USR-002,"[""PF-PERMITAPPLICATION-000769"",""PF-PERMIT-000269"",""PF-APPLICANT-000769""]"
PF-PERMITAPPLICATION-000773,Fee Calculated,2023-04-09T15:38:00Z,wf_message_delivery,WF-0000009846,USR-068,"[""PF-PERMITAPPLICATION-000773"",""PF-FEEINVOICE-000273"",""PF-OBJECTION-000273""]"
PF-PERMITAPPLICATION-000673,Completion Certificate Issued,2023-04-09T15:41:00Z,wf_message_delivery,WF-0000009848,USR-069,"[""PF-PERMITAPPLICATION-000673"",""PF-PERMIT-000173"",""PF-APPLICANT-000673""]"
PF-PERMITAPPLICATION-000765,Additional Information Requested,2023-04-09T15:49:00Z,wf_task_history,WF-0000009844,USR-063,"[""PF-PERMITAPPLICATION-000765"",""PF-INSPECTION-000265"",""PF-PROPERTY-000765""]"
PF-PERMITAPPLICATION-000718,Fire Safety Passed,2023-04-09T18:11:00Z,wf_activity_history,WF-0000009854,USR-050,"[""PF-PERMITAPPLICATION-000718"",""PF-PLANREVISION-000218"",""PF-CONTRACTOR-000218""]"
PF-PERMITAPPLICATION-000752,Heritage Review Requested,2023-04-09T18:28:00Z,wf_form_submission,WF-0000009855,USR-103,"[""PF-PERMITAPPLICATION-000752"",""PF-PROPERTY-000752"",""PF-PERMIT-000252""]"
PF-PERMITAPPLICATION-000768,Completeness Review Started,2023-04-09T18:36:00Z,wf_activity_history,WF-0000009856,USR-113,"[""PF-PERMITAPPLICATION-000768"",""PF-CONTRACTOR-000268"",""PF-PARCEL-000768""]"
PF-PERMITAPPLICATION-000788,Pre-Application Opened,2023-04-09T18:46:00Z,wf_activity_history,WF-0000009864,USR-062,"[""PF-PERMITAPPLICATION-000788"",""PF-APPLICANT-000788"",""PF-FEEINVOICE-000288""]"
PF-PERMITAPPLICATION-000692,Inspection Requested,2023-04-09T18:51:00Z,wf_form_submission,WF-0000009865,USR-002,"[""PF-PERMITAPPLICATION-000692"",""PF-APPLICANT-000692"",""PF-FEEINVOICE-000192""]"
PF-PERMITAPPLICATION-000786,Applicant Identity Verified,2023-04-09T19:00:00Z,wf_task_history,WF-0000009863,USR-029,"[""PF-PERMITAPPLICATION-000786"",""PF-PARCEL-000786"",""PF-PAYMENT-000286""]"
PF-PERMITAPPLICATION-000711,Structural Review Failed,2023-04-09T21:08:00Z,wf_external_task,WF-0000009866,USR-062,"[""PF-PERMITAPPLICATION-000711"",""PF-FEEINVOICE-000211"",""PF-OBJECTION-000211""]"
PF-PERMITAPPLICATION-000739,Consultation Opened,2023-04-09T21:22:00Z,wf_activity_history,WF-0000009867,USR-016,"[""PF-PERMITAPPLICATION-000739"",""PF-PERMIT-000239"",""PF-APPLICANT-000739""]"
PF-PERMITAPPLICATION-000779,Submission Withdrawn,2023-04-09T21:42:00Z,wf_activity_history,WF-0000009871,USR-041,"[""PF-PERMITAPPLICATION-000779"",""PF-REVIEW-000279"",""PF-VIOLATION-000279""]"
PF-PERMITAPPLICATION-000781,Application Submitted,2023-04-09T21:43:00Z,wf_external_task,WF-0000009872,USR-074,"[""PF-PERMITAPPLICATION-000781"",""PF-DOCUMENT-000281"",""PF-INSPECTION-000281""]"
PF-PERMITAPPLICATION-000785,Parcel Linked,2023-04-09T21:45:00Z,wf_message_delivery,WF-0000009874,USR-013,"[""PF-PERMITAPPLICATION-000785"",""PF-PROPERTY-000785"",""PF-PERMIT-000285""]"
PF-PERMITAPPLICATION-000789,Pre-Application Opened,2023-04-09T21:47:00Z,wf_activity_history,WF-0000009876,USR-079,"[""PF-PERMITAPPLICATION-000789"",""PF-APPLICANT-000789"",""PF-FEEINVOICE-000289""]"
PF-PERMITAPPLICATION-000787,Applicant Identity Verified,2023-04-09T22:01:00Z,wf_task_history,WF-0000009875,USR-046,"[""PF-PERMITAPPLICATION-000787"",""PF-PARCEL-000787"",""PF-PAYMENT-000287""]"
PF-PERMITAPPLICATION-000742,Public Notice Published,2023-04-10T00:24:00Z,wf_external_task,WF-0000009879,USR-066,"[""PF-PERMITAPPLICATION-000742"",""PF-PAYMENT-000242"",""PF-APPEAL-000242""]"
PF-PERMITAPPLICATION-000666,Case Archived,2023-04-10T00:39:00Z,wf_message_delivery,WF-0000009881,USR-082,"[""PF-PERMITAPPLICATION-000666"",""PF-OBJECTION-000166"",""PF-REVIEW-000166""]"
PF-PERMITAPPLICATION-000780,Submission Withdrawn,2023-04-10T00:43:00Z,wf_activity_history,WF-0000009884,USR-058,"[""PF-PERMITAPPLICATION-000780"",""PF-REVIEW-000280"",""PF-VIOLATION-000280""]"
PF-PERMITAPPLICATION-000784,Application Drafted,2023-04-10T00:45:00Z,wf_form_submission,WF-0000009887,USR-124,"[""PF-PERMITAPPLICATION-000784"",""PF-PLANREVISION-000284"",""PF-CONTRACTOR-000284""]"
PF-PERMITAPPLICATION-000680,Violation Remediated,2023-04-10T00:46:00Z,wf_activity_history,WF-0000009888,USR-059,"[""PF-PERMITAPPLICATION-000680"",""PF-FEEINVOICE-000180"",""PF-OBJECTION-000180""]"
PF-PERMITAPPLICATION-000733,Hearing Scheduled,2023-04-10T03:20:00Z,wf_external_task,WF-0000009892,USR-045,"[""PF-PERMITAPPLICATION-000733"",""PF-CONDITION-000233"",""PF-DOCUMENT-000233""]"
PF-PERMITAPPLICATION-000783,Application Submitted,2023-04-10T03:45:00Z,wf_external_task,WF-0000009898,USR-108,"[""PF-PERMITAPPLICATION-000783"",""PF-DOCUMENT-000283"",""PF-INSPECTION-000283""]"
PF-PERMITAPPLICATION-000791,Pre-Application Opened,2023-04-10T03:49:00Z,wf_activity_history,WF-0000009902,USR-113,"[""PF-PERMITAPPLICATION-000791"",""PF-APPLICANT-000791"",""PF-FEEINVOICE-000291""]"
PF-PERMITAPPLICATION-000665,Application Reopened,2023-04-10T04:52:00Z,wf_task_history,WF-0000009904,USR-009,"[""PF-PERMITAPPLICATION-000665"",""PF-AGENCY-000165"",""PF-CONDITION-000165""]"
PF-PERMITAPPLICATION-000728,Plan Revision Submitted,2023-04-10T06:18:00Z,wf_message_delivery,WF-0000009909,USR-090,"[""PF-PERMITAPPLICATION-000728"",""PF-APPLICANT-000728"",""PF-FEEINVOICE-000228""]"
PF-PERMITAPPLICATION-000730,Plan Revision Requested,2023-04-10T06:34:00Z,wf_task_history,WF-0000009910,USR-123,"[""PF-PERMITAPPLICATION-000730"",""PF-APPEAL-000230"",""PF-AGENCY-000230""]"
PF-PERMITAPPLICATION-000766,Completeness Accepted,2023-04-10T06:37:00Z,wf_form_submission,WF-0000009912,USR-082,"[""PF-PERMITAPPLICATION-000766"",""PF-CONDITION-000266"",""PF-DOCUMENT-000266""]"
PF-PERMITAPPLICATION-000772,Completeness Review Started,2023-04-10T06:40:00Z,wf_activity_history,WF-0000009914,USR-054,"[""PF-PERMITAPPLICATION-000772"",""PF-CONTRACTOR-000272"",""PF-PARCEL-000772""]"
PF-PERMITAPPLICATION-000776,Fee Invoice Issued,2023-04-10T06:42:00Z,wf_form_submission,WF-0000009916,USR-120,"[""PF-PERMITAPPLICATION-000776"",""PF-PAYMENT-000276"",""PF-APPEAL-000276""]"
PF-PERMITAPPLICATION-000676,Appeal Filed,2023-04-10T06:45:00Z,wf_form_submission,WF-0000009918,USR-121,"[""PF-PERMITAPPLICATION-000676"",""PF-CONTRACTOR-000176"",""PF-PARCEL-000676""]"
PF-PERMITAPPLICATION-000782,Submission Withdrawn,2023-04-10T06:45:00Z,wf_activity_history,WF-0000009919,USR-092,"[""PF-PERMITAPPLICATION-000782"",""PF-REVIEW-000282"",""PF-VIOLATION-000282""]"
PF-PERMITAPPLICATION-000790,Applicant Identity Verified,2023-04-10T07:04:00Z,wf_task_history,WF-0000009923,USR-097,"[""PF-PERMITAPPLICATION-000790"",""PF-PARCEL-000790"",""PF-PAYMENT-000290""]"
PF-PERMITAPPLICATION-000785,Application Submitted,2023-04-10T09:47:00Z,wf_external_task,WF-0000009932,USR-015,"[""PF-PERMITAPPLICATION-000785"",""PF-DOCUMENT-000285"",""PF-INSPECTION-000285""]"
PF-PERMITAPPLICATION-000787,Application Drafted,2023-04-10T09:48:00Z,wf_form_submission,WF-0000009933,USR-048,"[""PF-PERMITAPPLICATION-000787"",""PF-PLANREVISION-000287"",""PF-CONTRACTOR-000287""]"
PF-PERMITAPPLICATION-000789,Parcel Linked,2023-04-10T09:49:00Z,wf_message_delivery,WF-0000009934,USR-081,"[""PF-PERMITAPPLICATION-000789"",""PF-PROPERTY-000789"",""PF-PERMIT-000289""]"
PF-PERMITAPPLICATION-000761,Zoning Approved,2023-04-10T09:50:00Z,wf_task_history,WF-0000009927,USR-127,"[""PF-PERMITAPPLICATION-000761"",""PF-APPLICANT-000761"",""PF-FEEINVOICE-000261""]"
PF-PERMITAPPLICATION-000771,Additional Information Requested,2023-04-10T09:55:00Z,wf_task_history,WF-0000009928,USR-038,"[""PF-PERMITAPPLICATION-000771"",""PF-INSPECTION-000271"",""PF-PROPERTY-000771""]"
PF-PERMITAPPLICATION-000774,Completeness Review Started,2023-04-10T12:42:00Z,wf_activity_history,WF-0000009937,USR-088,"[""PF-PERMITAPPLICATION-000774"",""PF-CONTRACTOR-000274"",""PF-PARCEL-000774""]"
PF-PERMITAPPLICATION-000784,Submission Withdrawn,2023-04-10T12:47:00Z,wf_activity_history,WF-0000009941,USR-126,"[""PF-PERMITAPPLICATION-000784"",""PF-REVIEW-000284"",""PF-VIOLATION-000284""]"
PF-PERMITAPPLICATION-000786,Application Submitted,2023-04-10T12:48:00Z,wf_external_task,WF-0000009943,USR-032,"[""PF-PERMITAPPLICATION-000786"",""PF-DOCUMENT-000286"",""PF-INSPECTION-000286""]"
PF-PERMITAPPLICATION-000788,Application Drafted,2023-04-10T12:49:00Z,wf_form_submission,WF-0000009944,USR-065,"[""PF-PERMITAPPLICATION-000788"",""PF-PLANREVISION-000288"",""PF-CONTRACTOR-000288""]"
PF-PERMITAPPLICATION-000795,Pre-Application Opened,2023-04-10T15:00:00Z,wf_activity_history,WF-0000009948,USR-054,"[""PF-PERMITAPPLICATION-000795"",""PF-APPLICANT-000795"",""PF-FEEINVOICE-000295""]"
PF-PERMITAPPLICATION-000743,Objection Filed,2023-04-10T15:42:00Z,wf_task_history,WF-0000009950,USR-085,"[""PF-PERMITAPPLICATION-000743"",""PF-CONTRACTOR-000243"",""PF-PARCEL-000743""]"
PF-PERMITAPPLICATION-000777,Fee Paid,2023-04-10T15:44:00Z,wf_external_task,WF-0000009953,USR-011,"[""PF-PERMITAPPLICATION-000777"",""PF-PERMIT-000277"",""PF-APPLICANT-000777""]"
PF-PERMITAPPLICATION-000781,Fee Calculated,2023-04-10T15:46:00Z,wf_message_delivery,WF-0000009954,USR-077,"[""PF-PERMITAPPLICATION-000781"",""PF-FEEINVOICE-000281"",""PF-OBJECTION-000281""]"
PF-PERMITAPPLICATION-000793,Applicant Identity Verified,2023-04-10T16:07:00Z,wf_task_history,WF-0000009959,USR-021,"[""PF-PERMITAPPLICATION-000793"",""PF-PARCEL-000793"",""PF-PAYMENT-000293""]"
PF-PERMITAPPLICATION-000692,Inspection Failed,2023-04-10T18:02:00Z,wf_message_delivery,WF-0000009962,USR-006,"[""PF-PERMITAPPLICATION-000692"",""PF-DOCUMENT-000192"",""PF-INSPECTION-000192""]"
PF-PERMITAPPLICATION-000718,Structural Review Failed,2023-04-10T18:15:00Z,wf_external_task,WF-0000009965,USR-054,"[""PF-PERMITAPPLICATION-000718"",""PF-FEEINVOICE-000218"",""PF-OBJECTION-000218""]"
PF-PERMITAPPLICATION-000780,Fee Invoice Issued,2023-04-10T18:46:00Z,wf_form_submission,WF-0000009967,USR-061,"[""PF-PERMITAPPLICATION-000780"",""PF-PAYMENT-000280"",""PF-APPEAL-000280""]"
PF-PERMITAPPLICATION-000790,Application Drafted,2023-04-10T18:51:00Z,wf_form_submission,WF-0000009971,USR-099,"[""PF-PERMITAPPLICATION-000790"",""PF-PLANREVISION-000290"",""PF-CONTRACTOR-000290""]"
PF-PERMITAPPLICATION-000792,Parcel Linked,2023-04-10T18:52:00Z,wf_message_delivery,WF-0000009972,USR-005,"[""PF-PERMITAPPLICATION-000792"",""PF-PROPERTY-000792"",""PF-PERMIT-000292""]"
PF-PERMITAPPLICATION-000670,Application Reopened,2023-04-10T19:52:00Z,wf_task_history,WF-0000009974,USR-094,"[""PF-PERMITAPPLICATION-000670"",""PF-AGENCY-000170"",""PF-CONDITION-000170""]"
PF-PERMITAPPLICATION-000670,Reinspection Requested,2023-04-10T20:51:00Z,wf_form_submission,WF-0000009976,USR-014,"[""PF-PERMITAPPLICATION-000670"",""PF-REVIEW-000170"",""PF-VIOLATION-000170""]"
PF-PERMITAPPLICATION-000691,Reinspection Requested,2023-04-10T21:02:00Z,wf_form_submission,WF-0000009979,USR-117,"[""PF-PERMITAPPLICATION-000691"",""PF-REVIEW-000191"",""PF-VIOLATION-000191""]"
PF-PERMITAPPLICATION-000715,Permit Approved,2023-04-10T21:29:00Z,wf_task_history,WF-0000009981,USR-005,"[""PF-PERMITAPPLICATION-000715"",""PF-PERMIT-000215"",""PF-APPLICANT-000715""]"
PF-PERMITAPPLICATION-000779,Fee Paid,2023-04-10T21:46:00Z,wf_external_task,WF-0000009984,USR-045,"[""PF-PERMITAPPLICATION-000779"",""PF-PERMIT-000279"",""PF-APPLICANT-000779""]"
PF-PERMITAPPLICATION-000783,Fee Calculated,2023-04-10T21:48:00Z,wf_message_delivery,WF-0000009985,USR-111,"[""PF-PERMITAPPLICATION-000783"",""PF-FEEINVOICE-000283"",""PF-OBJECTION-000283""]"
PF-PERMITAPPLICATION-000791,Application Drafted,2023-04-10T21:52:00Z,wf_form_submission,WF-0000009988,USR-116,"[""PF-PERMITAPPLICATION-000791"",""PF-PLANREVISION-000291"",""PF-CONTRACTOR-000291""]"
PF-PERMITAPPLICATION-000775,Additional Information Requested,2023-04-10T21:59:00Z,wf_task_history,WF-0000009983,USR-106,"[""PF-PERMITAPPLICATION-000775"",""PF-INSPECTION-000275"",""PF-PROPERTY-000775""]"
PF-PERMITAPPLICATION-000794,Parcel Linked,2023-04-11T00:01:00Z,wf_message_delivery,WF-0000009990,USR-039,"[""PF-PERMITAPPLICATION-000794"",""PF-PROPERTY-000794"",""PF-PERMIT-000294""]"
PF-PERMITAPPLICATION-000778,Completeness Review Started,2023-04-11T00:46:00Z,wf_activity_history,WF-0000009995,USR-029,"[""PF-PERMITAPPLICATION-000778"",""PF-CONTRACTOR-000278"",""PF-PARCEL-000778""]"
PF-PERMITAPPLICATION-000782,Fee Invoice Issued,2023-04-11T00:48:00Z,wf_form_submission,WF-0000009996,USR-095,"[""PF-PERMITAPPLICATION-000782"",""PF-PAYMENT-000282"",""PF-APPEAL-000282""]"
PF-PERMITAPPLICATION-000756,Environmental Review Started,2023-04-11T00:50:00Z,wf_task_history,WF-0000009994,USR-047,"[""PF-PERMITAPPLICATION-000756"",""PF-REVIEW-000256"",""PF-VIOLATION-000256""]"
PF-PERMITAPPLICATION-000788,Submission Withdrawn,2023-04-11T00:51:00Z,wf_activity_history,WF-0000009998,USR-067,"[""PF-PERMITAPPLICATION-000788"",""PF-REVIEW-000288"",""PF-VIOLATION-000288""]"
PF-PERMITAPPLICATION-000786,Application Reopened,2023-04-11T01:05:00Z,wf_task_history,WF-0000009997,USR-034,"[""PF-PERMITAPPLICATION-000786"",""PF-AGENCY-000286"",""PF-CONDITION-000286""]"
PF-PERMITAPPLICATION-000795,Parcel Linked,2023-04-11T03:02:00Z,wf_message_delivery,WF-0000010002,USR-056,"[""PF-PERMITAPPLICATION-000795"",""PF-PROPERTY-000795"",""PF-PERMIT-000295""]"
PF-PERMITAPPLICATION-000797,Applicant Identity Verified,2023-04-11T03:18:00Z,wf_task_history,WF-0000010003,USR-089,"[""PF-PERMITAPPLICATION-000797"",""PF-PARCEL-000797"",""PF-PAYMENT-000297""]"
PF-PERMITAPPLICATION-000785,Fee Calculated,2023-04-11T03:50:00Z,wf_message_delivery,WF-0000010009,USR-018,"[""PF-PERMITAPPLICATION-000785"",""PF-FEEINVOICE-000285"",""PF-OBJECTION-000285""]"
PF-PERMITAPPLICATION-000789,Submission Withdrawn,2023-04-11T03:52:00Z,wf_activity_history,WF-0000010010,USR-084,"[""PF-PERMITAPPLICATION-000789"",""PF-REVIEW-000289"",""PF-VIOLATION-000289""]"
PF-PERMITAPPLICATION-000792,Application Submitted,2023-04-11T06:01:00Z,wf_external_task,WF-0000010012,USR-007,"[""PF-PERMITAPPLICATION-000792"",""PF-DOCUMENT-000292"",""PF-INSPECTION-000292""]"
PF-PERMITAPPLICATION-000796,Parcel Linked,2023-04-11T06:03:00Z,wf_message_delivery,WF-0000010014,USR-073,"[""PF-PERMITAPPLICATION-000796"",""PF-PROPERTY-000796"",""PF-PERMIT-000296""]"
PF-PERMITAPPLICATION-000800,Pre-Application Opened,2023-04-11T06:05:00Z,wf_activity_history,WF-0000010016,USR-012,"[""PF-PERMITAPPLICATION-000800"",""PF-APPLICANT-000800"",""PF-FEEINVOICE-000300""]"
PF-PERMITAPPLICATION-000714,Permit Amended,2023-04-11T06:15:00Z,wf_form_submission,WF-0000010017,USR-117,"[""PF-PERMITAPPLICATION-000714"",""PF-INSPECTION-000214"",""PF-PROPERTY-000714""]"
PF-PERMITAPPLICATION-000784,Fee Invoice Issued,2023-04-11T06:50:00Z,wf_form_submission,WF-0000010020,USR-002,"[""PF-PERMITAPPLICATION-000784"",""PF-PAYMENT-000284"",""PF-APPEAL-000284""]"
PF-PERMITAPPLICATION-000791,Submission Withdrawn,2023-04-11T09:01:00Z,wf_activity_history,WF-0000010022,USR-118,"[""PF-PERMITAPPLICATION-000791"",""PF-REVIEW-000291"",""PF-VIOLATION-000291""]"
PF-PERMITAPPLICATION-000793,Application Submitted,2023-04-11T09:02:00Z,wf_external_task,WF-0000010024,USR-024,"[""PF-PERMITAPPLICATION-000793"",""PF-DOCUMENT-000293"",""PF-INSPECTION-000293""]"
PF-PERMITAPPLICATION-000801,Pre-Application Opened,2023-04-11T09:06:00Z,wf_activity_history,WF-0000010028,USR-029,"[""PF-PERMITAPPLICATION-000801"",""PF-APPLICANT-000801"",""PF-FEEINVOICE-000301""]"
PF-PERMITAPPLICATION-000675,Completeness Rejected,2023-04-11T10:00:00Z,wf_external_task,WF-0000010032,USR-060,"[""PF-PERMITAPPLICATION-000675"",""PF-OBJECTION-000175"",""PF-REVIEW-000175""]"
PF-PERMITAPPLICATION-000675,Inspection Failed,2023-04-11T11:14:00Z,wf_message_delivery,WF-0000010034,USR-098,"[""PF-PERMITAPPLICATION-000675"",""PF-DOCUMENT-000175"",""PF-INSPECTION-000175""]"
PF-PERMITAPPLICATION-000794,Application Submitted,2023-04-11T12:03:00Z,wf_external_task,WF-0000010039,USR-041,"[""PF-PERMITAPPLICATION-000794"",""PF-DOCUMENT-000294"",""PF-INSPECTION-000294""]"
PF-PERMITAPPLICATION-000798,Parcel Linked,2023-04-11T12:05:00Z,wf_message_delivery,WF-0000010041,USR-107,"[""PF-PERMITAPPLICATION-000798"",""PF-PROPERTY-000798"",""PF-PERMIT-000298""]"
PF-PERMITAPPLICATION-000802,Pre-Application Opened,2023-04-11T12:07:00Z,wf_activity_history,WF-0000010043,USR-046,"[""PF-PERMITAPPLICATION-000802"",""PF-APPLICANT-000802"",""PF-FEEINVOICE-000302""]"
PF-PERMITAPPLICATION-000706,Inspection Requested,2023-04-11T12:12:00Z,wf_form_submission,WF-0000010045,USR-113,"[""PF-PERMITAPPLICATION-000706"",""PF-APPLICANT-000706"",""PF-FEEINVOICE-000206""]"
PF-PERMITAPPLICATION-000790,Application Reopened,2023-04-11T12:16:00Z,wf_task_history,WF-0000010037,USR-102,"[""PF-PERMITAPPLICATION-000790"",""PF-AGENCY-000290"",""PF-CONDITION-000290""]"
PF-PERMITAPPLICATION-000728,Structural Review Started,2023-04-11T12:23:00Z,wf_message_delivery,WF-0000010046,USR-095,"[""PF-PERMITAPPLICATION-000728"",""PF-REVIEW-000228"",""PF-VIOLATION-000228""]"
